Flag,Player,Session,Score,Session Date
Actual,Player 3,Agility,8,24/06/2022
Actual,Player 3,Agility,4,29/06/2022
Actual,Player 3,Agility,6,30/06/2022
Carried over,Player 3,Agility,3,4/7/2022
Actual,Player 3,Agility,3,1/7/2022
Carried over,Player 3,Agility,7,6/7/2022
Actual,Player 3,Agility,7,5/7/2022
Actual,Player 3,Agility,6,7/7/2022
Actual,Player 3,Agility,7,8/7/2022
Carried over,Player 3,Agility,6,12/7/2022
Actual,Player 3,Agility,6,11/7/2022
Actual,Player 3,Agility,9,13/07/2022
Actual,Player 3,Agility,5,14/07/2022
Actual,Player 3,Agility,9,15/07/2022
Actual,Player 3,Agility,7,18/07/2022
Actual,Player 3,Agility,8,19/07/2022
Carried over,Player 3,Agility,10,21/07/2022
Actual,Player 3,Agility,10,20/07/2022
Carried over,Player 3,Agility,7,25/07/2022
Actual,Player 3,Agility,7,22/07/2022
Carried over,Player 3,Agility,8,27/07/2022
Actual,Player 3,Agility,8,26/07/2022
Actual,Player 12,Strength Building,3,3/1/2022
Actual,Player 12,Strength Building,6,4/1/2022
Carried over,Player 12,Strength Building,7,7/1/2022
Carried over,Player 12,Strength Building,7,6/1/2022
Actual,Player 12,Strength Building,7,5/1/2022
Actual,Player 12,Strength Building,9,10/1/2022
Actual,Player 12,Strength Building,9,11/1/2022
Actual,Player 12,Strength Building,7,12/1/2022
Actual,Player 12,Strength Building,7,13/01/2022
Carried over,Player 12,Strength Building,6,17/01/2022
Actual,Player 12,Strength Building,6,14/01/2022
Actual,Player 12,Strength Building,7,18/01/2022
Actual,Player 12,Strength Building,8,19/01/2022
Actual,Player 12,Strength Building,6,20/01/2022
Actual,Player 12,Strength Building,4,21/01/2022
Carried over,Player 12,Strength Building,8,26/01/2022
Carried over,Player 12,Strength Building,8,25/01/2022
Actual,Player 12,Strength Building,8,24/01/2022
Actual,Player 12,Strength Building,6,27/01/2022
Actual,Player 12,Strength Building,3,28/01/2022
Actual,Player 12,Strength Building,8,31/01/2022
Actual,Player 12,Strength Building,5,1/2/2022
Actual,Player 12,Strength Building,8,2/2/2022
Actual,Player 12,Strength Building,8,3/2/2022
Actual,Player 12,Strength Building,8,4/2/2022
Carried over,Player 12,Strength Building,3,10/2/2022
Carried over,Player 12,Strength Building,3,9/2/2022
Carried over,Player 12,Strength Building,3,8/2/2022
Actual,Player 12,Strength Building,3,7/2/2022
Actual,Player 12,Strength Building,4,11/2/2022
Actual,Player 12,Strength Building,4,14/02/2022
Actual,Player 12,Strength Building,5,15/02/2022
Carried over,Player 12,Strength Building,9,18/02/2022
Carried over,Player 12,Strength Building,9,17/02/2022
Actual,Player 12,Strength Building,9,16/02/2022
Actual,Player 12,Strength Building,4,21/02/2022
Actual,Player 12,Strength Building,6,22/02/2022
Actual,Player 12,Strength Building,5,23/02/2022
Actual,Player 12,Strength Building,9,24/02/2022
Carried over,Player 12,Strength Building,9,4/3/2022
Carried over,Player 12,Strength Building,9,3/3/2022
Carried over,Player 12,Strength Building,9,2/3/2022
Carried over,Player 12,Strength Building,9,1/3/2022
Carried over,Player 12,Strength Building,9,28/02/2022
Actual,Player 12,Strength Building,9,25/02/2022
Actual,Player 12,Strength Building,3,7/3/2022
Actual,Player 12,Strength Building,6,8/3/2022
Actual,Player 12,Strength Building,5,9/3/2022
Carried over,Player 12,Strength Building,4,11/3/2022
Actual,Player 12,Strength Building,4,10/3/2022
Actual,Player 12,Strength Building,7,14/03/2022
Carried over,Player 12,Strength Building,8,16/03/2022
Actual,Player 12,Strength Building,8,15/03/2022
Carried over,Player 12,Strength Building,9,18/03/2022
Actual,Player 12,Strength Building,9,17/03/2022
Actual,Player 12,Strength Building,10,21/03/2022
Actual,Player 12,Strength Building,5,22/03/2022
Actual,Player 12,Strength Building,8,23/03/2022
Actual,Player 12,Strength Building,3,24/03/2022
Carried over,Player 12,Strength Building,7,28/03/2022
Actual,Player 12,Strength Building,7,25/03/2022
Actual,Player 12,Strength Building,7,29/03/2022
Actual,Player 12,Strength Building,6,30/03/2022
Actual,Player 12,Strength Building,8,31/03/2022
Actual,Player 12,Strength Building,4,1/4/2022
Carried over,Player 12,Strength Building,6,6/4/2022
Carried over,Player 12,Strength Building,6,5/4/2022
Actual,Player 12,Strength Building,6,4/4/2022
Actual,Player 12,Strength Building,6,7/4/2022
Actual,Player 12,Strength Building,7,8/4/2022
Actual,Player 12,Strength Building,6,11/4/2022
Actual,Player 12,Strength Building,8,12/4/2022
Actual,Player 12,Strength Building,3,13/04/2022
Actual,Player 12,Strength Building,5,14/04/2022
Actual,Player 12,Strength Building,6,15/04/2022
Actual,Player 12,Strength Building,5,18/04/2022
Actual,Player 12,Strength Building,6,19/04/2022
Actual,Player 12,Strength Building,5,20/04/2022
Actual,Player 12,Strength Building,10,21/04/2022
Actual,Player 12,Strength Building,5,22/04/2022
Carried over,Player 12,Strength Building,8,26/04/2022
Actual,Player 12,Strength Building,8,25/04/2022
Actual,Player 12,Strength Building,8,27/04/2022
Actual,Player 12,Strength Building,5,28/04/2022
Carried over,Player 12,Strength Building,8,3/5/2022
Carried over,Player 12,Strength Building,8,2/5/2022
Actual,Player 12,Strength Building,8,29/04/2022
Actual,Player 12,Strength Building,7,4/5/2022
Actual,Player 12,Strength Building,5,5/5/2022
Carried over,Player 12,Strength Building,4,9/5/2022
Actual,Player 12,Strength Building,4,6/5/2022
Actual,Player 12,Strength Building,10,10/5/2022
Carried over,Player 12,Strength Building,6,12/5/2022
Actual,Player 12,Strength Building,6,11/5/2022
Actual,Player 12,Strength Building,6,13/05/2022
Actual,Player 12,Strength Building,3,16/05/2022
Carried over,Player 12,Strength Building,3,18/05/2022
Actual,Player 12,Strength Building,3,17/05/2022
Carried over,Player 12,Strength Building,6,20/05/2022
Actual,Player 12,Strength Building,6,19/05/2022
Actual,Player 12,Strength Building,4,23/05/2022
Actual,Player 12,Strength Building,9,24/05/2022
Actual,Player 12,Strength Building,7,25/05/2022
Actual,Player 12,Strength Building,8,26/05/2022
Actual,Player 12,Strength Building,3,27/05/2022
Actual,Player 12,Strength Building,8,30/05/2022
Carried over,Player 12,Strength Building,9,2/6/2022
Carried over,Player 12,Strength Building,9,1/6/2022
Actual,Player 12,Strength Building,9,31/05/2022
Actual,Player 12,Strength Building,3,3/6/2022
Actual,Player 12,Strength Building,4,6/6/2022
Actual,Player 12,Strength Building,4,7/6/2022
Carried over,Player 12,Strength Building,8,9/6/2022
Actual,Player 12,Strength Building,8,8/6/2022
Carried over,Player 12,Strength Building,7,14/06/2022
Carried over,Player 12,Strength Building,7,13/06/2022
Actual,Player 12,Strength Building,7,10/6/2022
Actual,Player 12,Strength Building,9,15/06/2022
Carried over,Player 12,Strength Building,7,20/06/2022
Carried over,Player 12,Strength Building,7,17/06/2022
Actual,Player 12,Strength Building,7,16/06/2022
Carried over,Player 12,Strength Building,10,1/7/2022
Carried over,Player 12,Strength Building,10,30/06/2022
Carried over,Player 12,Strength Building,10,29/06/2022
Carried over,Player 12,Strength Building,10,28/06/2022
Carried over,Player 12,Strength Building,10,27/06/2022
Carried over,Player 12,Strength Building,10,24/06/2022
Carried over,Player 12,Strength Building,10,23/06/2022
Carried over,Player 12,Strength Building,10,22/06/2022
Actual,Player 12,Strength Building,10,21/06/2022
Carried over,Player 12,Strength Building,5,7/7/2022
Carried over,Player 12,Strength Building,5,6/7/2022
Carried over,Player 12,Strength Building,5,5/7/2022
Actual,Player 12,Strength Building,5,4/7/2022
Actual,Player 12,Strength Building,7,8/7/2022
Carried over,Player 12,Strength Building,9,13/07/2022
Carried over,Player 12,Strength Building,9,12/7/2022
Actual,Player 12,Strength Building,9,11/7/2022
Carried over,Player 12,Strength Building,10,15/07/2022
Actual,Player 12,Strength Building,10,14/07/2022
Actual,Player 12,Strength Building,3,18/07/2022
Carried over,Player 12,Strength Building,7,20/07/2022
Actual,Player 12,Strength Building,7,19/07/2022
Actual,Player 12,Strength Building,9,21/07/2022
Carried over,Player 12,Strength Building,9,25/07/2022
Actual,Player 12,Strength Building,9,22/07/2022
Actual,Player 12,Strength Building,6,26/07/2022
Actual,Player 12,Strength Building,9,27/07/2022
Actual,Player 12,Strength Building,8,28/07/2022
Actual,Player 3,Strength Building,9,3/1/2022
Carried over,Player 3,Strength Building,5,5/1/2022
Actual,Player 3,Strength Building,5,4/1/2022
Carried over,Player 3,Strength Building,3,7/1/2022
Actual,Player 3,Strength Building,3,6/1/2022
Actual,Player 3,Strength Building,10,10/1/2022
Actual,Player 3,Strength Building,9,11/1/2022
Actual,Player 3,Strength Building,4,12/1/2022
Carried over,Player 3,Strength Building,10,14/01/2022
Actual,Player 3,Strength Building,10,13/01/2022
Carried over,Player 3,Strength Building,5,18/01/2022
Actual,Player 3,Strength Building,5,17/01/2022
Carried over,Player 3,Strength Building,7,21/01/2022
Carried over,Player 3,Strength Building,7,20/01/2022
Actual,Player 3,Strength Building,7,19/01/2022
Carried over,Player 3,Strength Building,3,25/01/2022
Actual,Player 3,Strength Building,3,24/01/2022
Carried over,Player 3,Strength Building,7,27/01/2022
Actual,Player 3,Strength Building,7,26/01/2022
Actual,Player 3,Strength Building,8,28/01/2022
Actual,Player 3,Strength Building,5,31/01/2022
Carried over,Player 3,Strength Building,3,2/2/2022
Actual,Player 3,Strength Building,3,1/2/2022
Actual,Player 3,Strength Building,6,3/2/2022
Actual,Player 3,Strength Building,9,4/2/2022
Actual,Player 3,Strength Building,5,7/2/2022
Actual,Player 3,Strength Building,10,8/2/2022
Carried over,Player 3,Strength Building,3,10/2/2022
Actual,Player 3,Strength Building,3,9/2/2022
Actual,Player 3,Strength Building,4,11/2/2022
Actual,Player 3,Strength Building,8,14/02/2022
Actual,Player 3,Strength Building,4,15/02/2022
Actual,Player 3,Strength Building,7,16/02/2022
Carried over,Player 3,Strength Building,8,21/02/2022
Carried over,Player 3,Strength Building,8,18/02/2022
Actual,Player 3,Strength Building,8,17/02/2022
Carried over,Player 3,Strength Building,4,23/02/2022
Actual,Player 3,Strength Building,4,22/02/2022
Actual,Player 3,Strength Building,7,24/02/2022
Actual,Player 3,Strength Building,4,25/02/2022
Carried over,Player 3,Strength Building,5,1/3/2022
Actual,Player 3,Strength Building,5,28/02/2022
Carried over,Player 3,Strength Building,7,7/3/2022
Carried over,Player 3,Strength Building,7,4/3/2022
Carried over,Player 3,Strength Building,7,3/3/2022
Actual,Player 3,Strength Building,7,2/3/2022
Actual,Player 3,Strength Building,6,8/3/2022
Actual,Player 3,Strength Building,4,9/3/2022
Carried over,Player 3,Strength Building,3,11/3/2022
Actual,Player 3,Strength Building,3,10/3/2022
Actual,Player 3,Strength Building,8,14/03/2022
Actual,Player 3,Strength Building,5,15/03/2022
Actual,Player 3,Strength Building,6,16/03/2022
Actual,Player 3,Strength Building,6,17/03/2022
Actual,Player 3,Strength Building,3,18/03/2022
Carried over,Player 3,Strength Building,7,23/03/2022
Carried over,Player 3,Strength Building,7,22/03/2022
Actual,Player 3,Strength Building,7,21/03/2022
Carried over,Player 3,Strength Building,8,25/03/2022
Actual,Player 3,Strength Building,8,24/03/2022
Actual,Player 3,Strength Building,8,28/03/2022
Actual,Player 3,Strength Building,4,29/03/2022
Actual,Player 3,Strength Building,9,30/03/2022
Carried over,Player 3,Strength Building,4,1/4/2022
Actual,Player 3,Strength Building,4,31/03/2022
Actual,Player 3,Strength Building,9,4/4/2022
Actual,Player 3,Strength Building,6,5/4/2022
Actual,Player 3,Strength Building,7,6/4/2022
Actual,Player 3,Strength Building,9,7/4/2022
Actual,Player 3,Strength Building,3,8/4/2022
Carried over,Player 3,Strength Building,5,14/04/2022
Carried over,Player 3,Strength Building,5,13/04/2022
Carried over,Player 3,Strength Building,5,12/4/2022
Actual,Player 3,Strength Building,5,11/4/2022
Carried over,Player 3,Strength Building,5,18/04/2022
Actual,Player 3,Strength Building,5,15/04/2022
Carried over,Player 3,Strength Building,10,21/04/2022
Carried over,Player 3,Strength Building,10,20/04/2022
Actual,Player 3,Strength Building,10,19/04/2022
Actual,Player 3,Strength Building,4,22/04/2022
Actual,Player 3,Strength Building,3,25/04/2022
Actual,Player 3,Strength Building,6,26/04/2022
Actual,Player 3,Strength Building,4,27/04/2022
Actual,Player 3,Strength Building,10,28/04/2022
Actual,Player 3,Strength Building,3,29/04/2022
Carried over,Player 3,Strength Building,8,3/5/2022
Actual,Player 3,Strength Building,8,2/5/2022
Actual,Player 3,Strength Building,8,4/5/2022
Carried over,Player 3,Strength Building,8,6/5/2022
Actual,Player 3,Strength Building,8,5/5/2022
Actual,Player 3,Strength Building,10,9/5/2022
Actual,Player 3,Strength Building,4,10/5/2022
Actual,Player 3,Strength Building,5,11/5/2022
Actual,Player 3,Strength Building,9,12/5/2022
Actual,Player 3,Strength Building,7,13/05/2022
Carried over,Player 3,Strength Building,4,17/05/2022
Actual,Player 3,Strength Building,4,16/05/2022
Actual,Player 3,Strength Building,9,18/05/2022
Carried over,Player 3,Strength Building,10,20/05/2022
Actual,Player 3,Strength Building,10,19/05/2022
Carried over,Player 3,Strength Building,9,24/05/2022
Actual,Player 3,Strength Building,9,23/05/2022
Actual,Player 3,Strength Building,6,25/05/2022
Carried over,Player 3,Strength Building,9,27/05/2022
Actual,Player 3,Strength Building,9,26/05/2022
Actual,Player 3,Strength Building,8,30/05/2022
Carried over,Player 3,Strength Building,8,3/6/2022
Carried over,Player 3,Strength Building,8,2/6/2022
Carried over,Player 3,Strength Building,8,1/6/2022
Actual,Player 3,Strength Building,8,31/05/2022
Actual,Player 3,Strength Building,10,6/6/2022
Carried over,Player 3,Strength Building,4,9/6/2022
Carried over,Player 3,Strength Building,4,8/6/2022
Actual,Player 3,Strength Building,4,7/6/2022
Actual,Player 3,Strength Building,3,10/6/2022
Actual,Player 3,Strength Building,9,13/06/2022
Carried over,Player 3,Strength Building,5,15/06/2022
Actual,Player 3,Strength Building,5,14/06/2022
Carried over,Player 3,Strength Building,7,20/06/2022
Carried over,Player 3,Strength Building,7,17/06/2022
Actual,Player 3,Strength Building,7,16/06/2022
Carried over,Player 3,Strength Building,9,22/06/2022
Actual,Player 3,Strength Building,9,21/06/2022
Actual,Player 3,Strength Building,9,23/06/2022
Carried over,Player 3,Strength Building,9,27/06/2022
Actual,Player 3,Strength Building,9,24/06/2022
Carried over,Player 3,Strength Building,9,29/06/2022
Actual,Player 3,Strength Building,9,28/06/2022
Actual,Player 3,Strength Building,3,30/06/2022
Actual,Player 14,Agility,5,31/01/2022
Actual,Player 14,Agility,9,2/2/2022
Actual,Player 14,Agility,5,3/2/2022
Actual,Player 14,Agility,10,4/2/2022
Actual,Player 14,Agility,10,7/2/2022
Actual,Player 14,Agility,6,8/2/2022
Carried over,Player 14,Agility,7,10/2/2022
Actual,Player 14,Agility,7,9/2/2022
Actual,Player 14,Agility,8,11/2/2022
Actual,Player 14,Agility,10,14/02/2022
Actual,Player 14,Agility,4,15/02/2022
Actual,Player 14,Agility,7,16/02/2022
Carried over,Player 14,Agility,10,18/02/2022
Actual,Player 14,Agility,10,17/02/2022
Actual,Player 14,Agility,5,21/02/2022
Actual,Player 14,Agility,4,22/02/2022
Actual,Player 14,Agility,4,23/02/2022
Actual,Player 14,Agility,10,24/02/2022
Actual,Player 14,Agility,7,25/02/2022
Actual,Player 14,Agility,8,28/02/2022
Actual,Player 14,Agility,10,1/3/2022
Carried over,Player 14,Agility,4,4/3/2022
Carried over,Player 14,Agility,4,3/3/2022
Actual,Player 14,Agility,4,2/3/2022
Actual,Player 14,Agility,10,7/3/2022
Actual,Player 14,Agility,10,8/3/2022
Actual,Player 14,Agility,6,9/3/2022
Actual,Player 14,Agility,7,10/3/2022
Actual,Player 14,Agility,7,11/3/2022
Actual,Player 14,Agility,5,14/03/2022
Carried over,Player 14,Agility,8,16/03/2022
Actual,Player 14,Agility,8,15/03/2022
Carried over,Player 14,Agility,5,21/03/2022
Carried over,Player 14,Agility,5,18/03/2022
Actual,Player 14,Agility,5,17/03/2022
Actual,Player 14,Agility,3,22/03/2022
Carried over,Player 14,Agility,3,28/03/2022
Carried over,Player 14,Agility,3,25/03/2022
Carried over,Player 14,Agility,3,24/03/2022
Actual,Player 14,Agility,3,23/03/2022
Carried over,Player 14,Agility,8,30/03/2022
Actual,Player 14,Agility,8,29/03/2022
Actual,Player 14,Agility,5,31/03/2022
Actual,Player 14,Agility,3,1/4/2022
Carried over,Player 14,Agility,5,5/4/2022
Actual,Player 14,Agility,5,4/4/2022
Actual,Player 14,Agility,8,6/4/2022
Carried over,Player 14,Agility,3,14/04/2022
Carried over,Player 14,Agility,3,13/04/2022
Carried over,Player 14,Agility,3,12/4/2022
Carried over,Player 14,Agility,3,11/4/2022
Carried over,Player 14,Agility,3,8/4/2022
Actual,Player 14,Agility,3,7/4/2022
Carried over,Player 14,Agility,6,18/04/2022
Actual,Player 14,Agility,6,15/04/2022
Carried over,Player 14,Agility,8,22/04/2022
Carried over,Player 14,Agility,8,21/04/2022
Carried over,Player 14,Agility,8,20/04/2022
Actual,Player 14,Agility,8,19/04/2022
Actual,Player 14,Agility,8,25/04/2022
Actual,Player 14,Agility,7,26/04/2022
Carried over,Player 14,Agility,10,29/04/2022
Carried over,Player 14,Agility,10,28/04/2022
Actual,Player 14,Agility,10,27/04/2022
Actual,Player 14,Agility,5,2/5/2022
Carried over,Player 14,Agility,7,10/5/2022
Carried over,Player 14,Agility,7,9/5/2022
Carried over,Player 14,Agility,7,6/5/2022
Carried over,Player 14,Agility,7,5/5/2022
Carried over,Player 14,Agility,7,4/5/2022
Actual,Player 14,Agility,7,3/5/2022
Actual,Player 14,Agility,6,11/5/2022
Actual,Player 14,Agility,4,12/5/2022
Actual,Player 14,Agility,9,13/05/2022
Carried over,Player 14,Agility,3,17/05/2022
Actual,Player 14,Agility,3,16/05/2022
Carried over,Player 14,Agility,9,20/05/2022
Carried over,Player 14,Agility,9,19/05/2022
Actual,Player 14,Agility,9,18/05/2022
Carried over,Player 14,Agility,8,26/05/2022
Carried over,Player 14,Agility,8,25/05/2022
Carried over,Player 14,Agility,8,24/05/2022
Actual,Player 14,Agility,8,23/05/2022
Actual,Player 14,Agility,5,27/05/2022
Actual,Player 14,Agility,3,30/05/2022
Actual,Player 14,Agility,4,31/05/2022
Carried over,Player 14,Agility,8,2/6/2022
Actual,Player 14,Agility,8,1/6/2022
Actual,Player 14,Agility,3,3/6/2022
Carried over,Player 14,Agility,3,7/6/2022
Actual,Player 14,Agility,3,6/6/2022
Actual,Player 14,Agility,8,8/6/2022
Actual,Player 14,Agility,7,9/6/2022
Carried over,Player 14,Agility,10,13/06/2022
Actual,Player 14,Agility,10,10/6/2022
Carried over,Player 14,Agility,8,15/06/2022
Actual,Player 14,Agility,8,14/06/2022
Actual,Player 14,Agility,8,16/06/2022
Carried over,Player 14,Agility,7,22/06/2022
Carried over,Player 14,Agility,7,21/06/2022
Carried over,Player 14,Agility,7,20/06/2022
Actual,Player 14,Agility,7,17/06/2022
Carried over,Player 14,Agility,7,27/06/2022
Carried over,Player 14,Agility,7,24/06/2022
Actual,Player 14,Agility,7,23/06/2022
Actual,Player 14,Agility,10,28/06/2022
Carried over,Player 14,Agility,10,30/06/2022
Actual,Player 14,Agility,10,29/06/2022
Actual,Player 14,Agility,9,1/7/2022
Actual,Player 14,Agility,6,4/7/2022
Actual,Player 14,Agility,3,5/7/2022
Carried over,Player 14,Agility,4,7/7/2022
Actual,Player 14,Agility,4,6/7/2022
Actual,Player 14,Agility,5,8/7/2022
Actual,Player 14,Agility,3,11/7/2022
Actual,Player 14,Agility,7,12/7/2022
Actual,Player 14,Agility,8,13/07/2022
Actual,Player 14,Agility,10,14/07/2022
Actual,Player 14,Agility,10,15/07/2022
Actual,Player 14,Agility,9,18/07/2022
Actual,Player 14,Agility,5,19/07/2022
Actual,Player 14,Agility,3,20/07/2022
Actual,Player 14,Agility,4,21/07/2022
Actual,Player 14,Agility,7,22/07/2022
Carried over,Player 14,Agility,10,26/07/2022
Actual,Player 14,Agility,10,25/07/2022
Actual,Player 6,Strength Building,7,3/1/2022
Actual,Player 6,Strength Building,9,4/1/2022
Carried over,Player 6,Strength Building,7,6/1/2022
Actual,Player 6,Strength Building,7,5/1/2022
Actual,Player 6,Strength Building,10,7/1/2022
Actual,Player 6,Strength Building,3,10/1/2022
Actual,Player 6,Strength Building,5,11/1/2022
Actual,Player 6,Strength Building,6,12/1/2022
Carried over,Player 6,Strength Building,5,14/01/2022
Actual,Player 6,Strength Building,5,13/01/2022
